denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
PARIS CUSTOMERS ASSISTANCE,,,,,,,,,,100 à 199 salariés,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Entreposage et services auxiliaires des transports,Transports et entreposage,False,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,TERMINAL 2 B - BATIMENT 12,0,,,AEROPORT CHARLES DE GAULLE,93290,TREMBLAY-EN-FRANCE,,93073,0,,,0,,,,0,,,0,,
PARIS CUSTOMERS ASSISTANCE,,,,,,,,,,100 à 199 salariés,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Entreposage et services auxiliaires des transports,Transports et entreposage,False,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,AEROPORT PARIS CDG TERMINAL 1,0,,RUE,GILBERT DREYFUS,77990,MAUREGARD,,77282,0,,,0,,,,0,,,0,,
SEDIFRAIS MONTSOULT LOGISTIC,,,,,,,,,,100 à 199 salariés,Entreposage et stockage frigorifique,Entreposage et stockage frigorifique,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage,True,Entreposage et stockage frigorifique,Entreposage et stockage,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage,ZAC ENTREE SUD,6,,RUE,NUNGESSER ET COLI,95500,GONESSE,,95277,0,,,0,,,,0,,,0,,
PRINTEMPS,,PRINTEMPS,,,,,PRINTEMPS,,,100 à 199 salariés,Grands magasins,Grands magasins,Autre commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Grands magasins,Autre commerce de détail en magasin non spécialisé,Commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,CENTRE COMMERCIAL DE VELIZY II,2,,AV,DE L EUROPE,78140,VELIZY-VILLACOUBLAY,,78640,0,,,0,,,,0,,,0,,
PRINTEMPS,,PRINTEMPS,,,,,PRINTEMPS,,,100 à 199 salariés,Grands magasins,Grands magasins,Autre commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Grands magasins,Autre commerce de détail en magasin non spécialisé,Commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,CTRE COMMERCIAL DE PARLY II - LOCAL159,0,,AV,CHARLES DE GAULLE,78150,LE CHESNAY-ROCQUENCOURT,LP 333,78158,0,,,0,,,,0,,,0,,
EASYSERVICE,,EASYSERVICE TRANSPORT,EASYSERVICE JEUNESSE,EASYSERVICE,,,,,,100 à 199 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,True,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,1,,ALL,DE DERRIERE LES MURS,95400,VILLIERS-LE-BEL,,95680,0,,,0,,,,0,,,0,,
NH SERVICES,,NOUVEL HORIZON SERVICES,,,,,,,,100 à 199 salariés,Aide à domicile,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,False,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,,19,,RUE,DES 4 CHEMINEES,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
NH SERVICES,,NOUVEL HORIZON SERVICES,,,,,,,,100 à 199 salariés,Aide à domicile,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,False,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,,12,,BD,RABELAIS,94100,SAINT-MAUR-DES-FOSSES,,94068,0,,,0,,,,0,,,0,,
LOGISTEO,,,,,,,LOGISTEO,,,100 à 199 salariés,Entreposage et stockage non frigorifique,Entreposage et stockage non frigorifique,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage,True,Entreposage et stockage non frigorifique,Entreposage et stockage,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage,PARC D'ACTIVITE DE L'A5,2102,,RUE,DENIS PAPIN,77550,REAU,,77384,0,,,0,,,,0,,,0,,
TRAG SECURITE,TRAG,,,,,TRAG,,,,100 à 199 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,,12,,RUE,DE LA BASTIDE,95800,CERGY,,95127,0,,,0,,,,0,,,0,,
MEDIAGARES,,,,,,,,,,100 à 199 salariés,Régie publicitaire de médias,Régie publicitaire de médias,Régie publicitaire de médias,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",False,Régie publicitaire de médias,Régie publicitaire de médias,Publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",,35,,RUE,PLEYEL,93200,SAINT-DENIS,,93066,0,,,0,,,,0,,,0,,
ADAGIO S.A.S,,,,,,,,,,100 à 199 salariés,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement,Hébergement et restauration,True,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement,Hébergement et restauration,ARTOIS  ESPACE PONT DE FLANDRE,11,,RUE,DE CAMBRAI,75019,PARIS 19,,75119,75947,PARIS CEDEX 19,,0,,,,0,,,0,,
EFFY CONNECT,,,,,QUELLE ENERGIE,,,,,100 à 199 salariés,"Activités spécialisées, scientifiques et techniques diverses","Activités spécialisées, scientifiques et techniques diverses","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",True,"Activités spécialisées, scientifiques et techniques diverses","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",,33,,AV,DU MAINE,75015,PARIS 15,BP 195,75115,0,,,0,,,,0,,,0,,
ANIMALLIANCE,,,,,,,,,,100 à 199 salariés,Autres services personnels n.c.a.,Autres services personnels n.c.a.,Autres services personnels n.c.a.,Autres services personnels,Autres activités de services,True,Autres services personnels n.c.a.,Autres services personnels n.c.a.,Autres services personnels,Autres services personnels,Autres activités de services,,14,,RUE,ALPHONSE DAUDET,75014,PARIS 14,,75114,0,,,0,,,,0,,,0,,
CENTRE DE CONSEIL ET DE SERVICE CCS,,,,,,,,,,100 à 199 salariés,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite",Activités auxiliaires de services financiers et d'assurance,Activités financières et d'assurance,False,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite","Activités auxiliaires de services financiers, hors assurance et caisses de retraite",Activités auxiliaires de services financiers et d'assurance,Activités financières et d'assurance,,6,,AV,DE PROVENCE,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
WB AMBASSADOR,,,,,,,,,,100 à 199 salariés,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hébergement,Hébergement et restauration,True,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hébergement,Hébergement et restauration,,16,,BD,HAUSSMANN,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
HARINGTON TECHNOLOGIES,,,,,,,,,,100 à 199 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,105,,RUE,JULES GUESDE,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
ASSOCIATION DE COMMUNAUTES EMMAUS ACE,,,,,,,,,,100 à 199 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,47,,AV,DE LA RESISTANCE,93100,MONTREUIL,,93048,0,,,0,,,,0,,,0,,
AI LADOMIFA,,,,,,,,,,100 à 199 salariés,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Activités liées à l'emploi,Activités de services administratifs et de soutien,True,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Activités liées à l'emploi,Activités de services administratifs et de soutien,,31,,RUE,GASTON LAURIAU,93100,MONTREUIL,,93048,0,,,0,,,,0,,,0,,
PUBLIDISPATCH,,,,,,,,,,100 à 199 salariés,Affrètement et organisation des transports,Affrètement et organisation des transports,Autres services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,False,Affrètement et organisation des transports,Autres services auxiliaires des transports,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,ZAC LA MARINIERE,0,,RUE,DESIR PREVOST,91070,BONDOUFLE,,91086,0,,,0,,,,0,,,0,,
GLOBAL SERVICES AUTOMOTIVE,GSA,,,,,GSA,,,,100 à 199 salariés,Entreposage et stockage non frigorifique,Entreposage et stockage non frigorifique,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage,True,Entreposage et stockage non frigorifique,Entreposage et stockage,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage,ZAC DE LA PEPINIERE,0,,AV,DE LA PEPINIERE,95470,SAINT-WITZ,,95580,0,,,0,,,,0,,,0,,
RMC SPORT,,,,,,,,,,100 à 199 salariés,Activités des agences de presse,Activités des agences de presse,Activités des agences de presse,Services d'information,Information et communication,True,Activités des agences de presse,Activités des agences de presse,Autres services d'information,Services d'information,Information et communication,,2,,RUE,DU GAL ALAIN DE BOISSIEU,75015,PARIS 15,,75115,0,,,0,,,,0,,,0,,
PARIS OFFSET PRINT,,,,,,,,,,100 à 199 salariés,Imprimerie de journaux,Imprimerie de journaux,Imprimerie de journaux,Imprimerie et reproduction d'enregistrements,Industrie manufacturière,True,Imprimerie de journaux,Imprimerie de journaux,Imprimerie et services annexes,Imprimerie et reproduction d'enregistrements,Industrie manufacturière,,30,,RUE,RASPAIL,93120,LA COURNEUVE,,93027,0,,,0,,,,0,,,0,,
SNCF GARES & CONNEXIONS,,,,,,,,,,100 à 199 salariés,Services auxiliaires des transports terrestres,Services auxiliaires des transports terrestres,Services auxiliaires des transports terrestres,Entreposage et services auxiliaires des transports,Transports et entreposage,False,Services auxiliaires des transports terrestres,Services auxiliaires des transports terrestres,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,,112,,RUE,DE MAUBEUGE,75010,PARIS 10,,75110,0,,,0,,,,0,,,0,,
SNCF GARES & CONNEXIONS,,,,,,,,,,100 à 199 salariés,Services auxiliaires des transports terrestres,Services auxiliaires des transports terrestres,Services auxiliaires des transports terrestres,Entreposage et services auxiliaires des transports,Transports et entreposage,False,Services auxiliaires des transports terrestres,Services auxiliaires des transports terrestres,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,,87,,RUE,DU CHAROLAIS,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
EURO PROTEC,,,,,,,,,,100 à 199 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,,7,B,RUE,DECRES,75014,PARIS 14,,75114,0,,,0,,,,0,,,0,,
SIPARTECH,,SIPARTECH,,,SIPARTECH,,,,,100 à 199 salariés,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.","Location et location-bail d'autres machines, équipements et biens matériels n.c.a.","Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",Activités de location et location-bail,Activités de services administratifs et de soutien,True,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.","Location et location-bail d'autres machines, équipements et biens matériels n.c.a.","Location et location-bail d'autres machines, équipements et biens",Activités de location et location-bail,Activités de services administratifs et de soutien,,7,,RUE,AUBER,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
