AdresseEtablissementPrive,NomEtablissementPrive
6 SENTE DE L'AVENIR QUAR DES CAILLOUX GRIS 95220 HERBLAY-SUR-SEINE,['Institut medico educatif La chamade']
6 AVENUE CHARLES DE GAULLE LE CHESNAY 78150 LE CHESNAY-ROCQUENCOURT,['Ecole 2D degre polyvalent privee Esthetique Camille Seline']
6 AVENUE VAN DYCK 75008 PARIS  8,['E.P.PR E.I.B. MONCEAU 6 avenue Van Dyck']
6 AVENUE D'ALEMBERT 92160 ANTONY,"[""Ecole primaire privee Ecole Nouvelle d'Antony""]"
6 AVENUE DE L'IMPERATRICE JOSEPH 92500 RUEIL-MALMAISON,['Ecole elementaire privee Montessori Bilingue']
6 AVENUE DE LA DOUTRE 77330 OZOIR-LA-FERRIERE,['Ecole primaire privee Sainte-Therese']
6 BIS RUE BEETHOVEN 75016 PARIS 16,['E.P.PR INTERNATIONAL SCHOOL OF PARIS 6 bis rue Beethoven']
6 BIS RUE MICHEL ANGE 75016 PARIS 16,['E.P.PR ALLIANCE GUSTAVE LEVEN 6 bis rue Michel Ange']
6 IMPASSE FRANCHEMONT 75011 PARIS 11,['Centre Franchemont']
6 RUE ARMAND CHARDRON 78110 LE VESINET,"[""Ecole elementaire privee Jeanne d'Arc""]"
6 RUE BAILLI DE SUFFREN 93600 AULNAY-SOUS-BOIS,['College Groupe Scolaire Prive Bougainville']
6 RUE BAILLY DE SUFFERN 93600 AULNAY-SOUS-BOIS,['Ecole elementaire privee Groupe Scolaire Prive Bougainville']
6 RUE DE LA GABRIELLE 77410 CLAYE-SOUILLY,['IME La Gabrielle']
6 RUE GEORGES AURIC 75019 PARIS 19,['E.P.PR LIVING SCHOOL 6 rue Georges Auric']
6 RUE GOURDAULT 75013 PARIS 13,['E.P.PR HORIZON MONTESSORI 6 rue Gourdault']
6 RUE JEAN JAURES 77670 SAINT-MAMMES,['Lycee professionnel prive Lineane Coiffure et Esthetique']
6 RUE JEAN PIERRE TIMBAUD 92400 COURBEVOIE,"['College Sainte-Genevieve', 'Ecole primaire privee Sainte Genevieve']"
6 RUE LEON GAUMONT 93100 MONTREUIL,['Lycee professionnel prive Provelite Academie']
6 RUE LEON GIRAUD 75019 PARIS 19,"['College prive Ecole Democratique de Paris', 'Lycee prive Ecole Democratique de Paris', 'E.P.PR ECOLE DEMOCRATIQUE DE PARIS 6 rue Leon Giraud']"
6 RUE MORAND 75011 PARIS 11,['Institut Medico-Educatif Centre Raphael']
6 RUE PAUL BAUDRY 75008 PARIS  8,"[""Ecole d'Esthetique et de Parfurmerie Silvya Terrade""]"
6 RUE SAINT LOUIS 93500 PANTIN,"['Lycee general prive Ohr Sarah', 'College Ohr Sarah']"
6 RUE DE LUBECK 75016 PARIS,"[""College prive de l'Assomption"", ""Lycee prive de l'Assomption""]"
6 RUE DE LUBECK 75016 PARIS 16,"[""E.P.PR L'ASSOMPTION 6 rue de Lubeck""]"
6 RUE DE MULHOUSE 93110 ROSNY-SOUS-BOIS,"['Ecole les Chrysalides 93', 'College Prive Les Chrysalides']"
6 RUE DES BLUETS 75011 PARIS 11,"[""E.P.PR MONTESSORI LE PETIT D'HOMME 6 rue des Bluets""]"
6 RUE DU CLOITRE SAINT MERRI 75004 PARIS  4,['E.P.PR SAINT JEAN GABRIEL 6 rue du Cloitre Saint Merri']
6-8 IMPASSE DES DEUX COUSINS 75017 PARIS 17,['Institut Superieur des Ressources Informatiques']
6-8 PLACE DE LA RESISTANCE 93200 SAINT-DENIS,"['College prive La Salle - Le Landy', ""Section d'enseignement professionnel du lycee  la Salle Saint-Denis"", 'Lycee polyvalent prive La Salle Saint-Denis', 'Ecole elementaire privee de la Salle-Notre Dame de la Compassion']"
6-8 PLACE DE LA RESISTANCE 93207 SAINT-DENIS,['College La Salle Saint-Denis']
60 AVENUE EMILE COSSONEAU 93160 NOISY-LE-GRAND,"[""Centre de Reeducation d'enfants sourds de Noisy le Grand""]"
60 RUE NOTRE DAME DES CHAMPS 75006 PARIS  6,['E.M.PR AT MONTESSORI 60 rue Notre Dame des Champs']
61 RUE NEUVE 78490 LES MESNULS,['Institut medico educatif Externat medico pedagogique']
61 RUE NEUVE 78490 LES MESNULS,['Institut medico educatif  Les Tout-petits']
61 RUE NOTRE-DAME DES CHAMPS 75006 PARIS,"['College prive Notre-Dame de Sion', 'Lycee prive Notre-Dame de Sion']"
61-63 RUE DU GENERAL DE MIRIBEL 92500 RUEIL-MALMAISON,['College Madeleine Danielou']
61-63 RUE DU GENERAL DE MIRIBEL 92508 RUEIL-MALMAISON,['Lycee Madeleine Danielou']
62 BIS RUE GAY-LUSSAC 75005 PARIS  5,"[""Ingetis Ecole d'Ingenierie Informatique""]"
62 GRANDE RUE 78490 VICQ,['Ecole primaire privee les jeunes poussent autrement']
62 RUE DU CHEMIN VERT 93800 EPINAY-SUR-SEINE,['College prive Tachbar']
62 RUE DE PARIS - AMBLAINVILLIERS 91370 VERRIERES-LE-BUISSON,['Lycee Steiner']
62 RUE DE PARIS 91370 VERRIERES-LE-BUISSON,['College Rudolf Steiner']
62 RUE DE PARIS AMBLAINVILLIERS 91370 VERRIERES-LE-BUISSON,['Ecole primaire privee Rudolphe Steiner']
62 RUE DU CHEMIN VERT 93800 EPINAY-SUR-SEINE,['Lycee General prive Tachbar']
63 AVENUE PARMENTIER 75011 PARIS 11,['Centre Leopold Bellan']
63 RUE LOUIS ROUQUIER 92300 LEVALLOIS-PERRET,['Ecole elementaire  privee Aide Et Education']
63 RUE DE LA SANTE 75013 PARIS,"['Lycee prive Notre-Dame de France', 'College prive Notre-Dame de France']"
64 BIS RUE TAITBOUT 75009 PARIS  9,['Cours prive Clapeyron']
64 RUE CHARLES AURAY 93500 PANTIN,['IME Michel Louise']
64 BIS RUE DU ROCHER 75008 PARIS  8,"[""Integrale - Insitut d'enseignement superieur prive""]"
64 RUE D'ASSAS 75006 PARIS,"['Lycee prive Sainte-Genevieve', 'College prive Sainte-Genevieve']"
64 RUE D'ASSAS 75006 PARIS  6,"[""E.P.PR SAINTE-GENEVIEVE 64 rue d'Assas""]"
64 RUE DE LA BOETIE 75008 PARIS  8,['Ecole privee Marbeuf Esthetique Elysees']
65 AVENUE ALFRED NOBEL 93270 SEVRAN,"['Lycee Association pour la Connaissance et le Savoir', 'College Association pour la Connaissance et le Savoir']"
65 AVENUE DU GENERAL LECLERC 92340 BOURG-LA-REINE,"['Ecole primaire privee Notre-Dame', 'Lycee Notre-Dame', 'College Notre-Dame']"
65 QUAI D'ORSAY 75007 PARIS  7,"[""E.P.PR THE BILINGUAL MONTESSORI SCHOOL OF PARIS ORSAY 65 quai d'Orsay""]"
65 RUE SAINT SIMON 94000 CRETEIL,['College Ozar Hatorah Filles']
65 RUE SAINT-SIMON 94000 CRETEIL,['Lycee Ozar Hatorah Filles']
65 RUE DU CARDINAL LEMOINE 75005 PARIS  5,['E.P.PR SAINTE-GENEVIEVE 65 rue du Cardinal Lemoine']
66  RUE ALBERT SARRAUT 78000 VERSAILLES,['Ecole primaire  privee We Love Momes']
66 AVENUE RAYMOND POINCARE 75016 PARIS,"[""College prive Saint-Honore d'Eylau""]"
66 AVENUE RAYMOND POINCARE 75016 PARIS 16,"[""E.P.PR SAINT-HONORE D'EYLAU 66 avenue Raymond Poincare""]"
66 RUE DE L'ABBE CARTON 75014 PARIS,['College prive La Bruyere Sainte-Isabelle']
67 BOULEVARD DU MIDI 93340 LE RAINCY,"['Lycee general prive de fille Merkaz Hatorah', 'College Merkaz Hatorah Filles']"
67 RUE ARCHEREAU 75019 PARIS 19,"[""IME Agir et Vivre l'Autisme""]"
67 RUE PAUL DEROULEDE 92270 BOIS-COLOMBES,"[""Ecole primaire privee Saint Francois d'Assise""]"
67 RUE DE CHABROL 75010 PARIS 10,['E.M.PR DOUCE MATERNELLE CHABROL 67 rue Chabrol']
67 RUE DE DOUAI 75009 PARIS  9,['Ecole Superieure de Commerce et de Gestion']
68 RUE DE LA VANNE 92120 MONTROUGE,['Institut medico educatif de la Vanne']
68 ALLEE GUY MOQUET 94170 LE PERREUX-SUR-MARNE,['Ecole Maternelle Privee Les Coccinelles Montessori']
68 AVENUE SECRETAN 75019 PARIS 19,['E.P.PR LUCIEN DE HIRSCH 68 avenue Secretan']
68 BIS RUE SPONTINI 75016 PARIS 16,"['College prive Ecole A', 'Lycee general et technologique prive Ecole A']"
68 RUE CHARLES DUFLOS 92270 BOIS-COLOMBES,['Ecole secondaire privee NOVA']
68 RUE CHARLES DUFLOT 92270 BOIS-COLOMBES,['Ecole elementaire privee NOVA']
68 RUE D'ASSAS 75006 PARIS,"['College prive Saint-Sulpice', 'Lycee prive Saint-Sulpice']"
68 RUE DE LA CHAUSSEE D'ANTIN 75009 PARIS,"['Lycee prive Morvan', 'College prive Morvan']"
69 AVENUE DU MARECHAL FOCH 77190 DAMMARIE-LES-LYS,['Ecole primaire privee Adventiste du Lys']
69 RUE D'ALLERAY 75015 PARIS 15,['College prive Autism Friendly Academie']
69 RUE DE PARIS 91400 ORSAY,['Ecole privee bilingue internationale Nouqa']
7  AVENUE DES CHASSEURS 75017 PARIS 17,['ASSOCIATION DES COMPTABLES']
7  SQUARE DES GRIFFONS 94000 CRETEIL,['IME SESSAD Les Cometes']
7 ALLEE DU CHATEAU D'EAU 93340 LE RAINCY,['IME Le Nid']
7 BOULEVARD DU NORD 93340 LE RAINCY,['Institut Medico Educatif Excelior']
7 ALLEE JEAN BAPTISTE LULLY 92500 RUEIL-MALMAISON,['Ecole elementaire privee Saint Charles - Notre Dame']
7 AVENUE CHARLESBOURG 92250 LA GARENNE-COLOMBES,['Ecole Elementaire privee Bilingue']
7 AVENUE GABRIEL PERI 94307 VINCENNES,['College Notre-Dame de la Providence']
7 AVENUE JEAN JAURES 92140 CLAMART,['Ecole primaire privee Saint Joseph']
7 AVENUE DU MARECHAL JOFFRE 94170 LE PERREUX-SUR-MARNE,['Ecole primaire privee Saint Joseph']
7 BOULEVARD AGUADO EVRY 91000 EVRY-COURCOURONNES,['Ecole primaire privee Sainte Mathilde']
7 BOULEVARD SADI CARNOT 95880 ENGHIEN-LES-BAINS,"['Lycee Notre-Dame Providence', 'College Notre Dame de la Providence']"
7 COUR DES ROCHES 77183 CROISSY-BEAUBOURG,['EDA S.S.E.F.I.S.Laurent Clerc']
7 GRANDE RUE DE L'HAUTIL 78570 ANDRESY,['Institut medical educatif  Le Manoir']
7 PASSAGE PILATRE DE ROZIER 78000 VERSAILLES,['Institut medico educatif Le Rondo']
7 QUAI BOISSY D'ANGLAS 78380 BOUGIVAL,"['College Sainte-Therese', 'Ecole elementaire privee Sainte Therese']"
7 RUE AUGUSTE PECHINEZ 94130 NOGENT-SUR-MARNE,['Cours Nogentais Mixte']
7 RUE CHARDIN 75016 PARIS 16,['E.E.PR Ecole Bilingue Chardin']
7 RUE CIMAROSA 75016 PARIS 16,['E.P.PR CONCORDIA BILINGUAL SCHOOL 7 rue Cimarosa']
7 RUE DU MOULIN 78470 SAINT-LAMBERT,['Institut Therapeutique Educatif et Pedagogique le Logie']
7 RUE DU PARC 95300 ENNERY,"[""Institut Medico-Educatif du Bois d'en haut""]"
7 RUE ISAAC NEWTON 93150 LE BLANC-MESNIL,"['Groupe Scolaire Excelle', 'College prive Excelle']"
7 RUE JOSEPH MONIER 92500 RUEIL MALMAI 92500 RUEIL-MALMAISON,"[""Ecole elementaire privee centre de reference pour l'evaluation neuropsychologique de l'enfant""]"
7 RUE JOSEPH MONIER 92500 RUEIL-MALMAISON,"[""Ecole secondaire privee du Centre de reference pour l'evaluation neuropsychologique de l'enfant (CERENE)""]"
7 RUE MACAIGNE FORTIER 95650 BOISSY-L'AILLERIE,['Ecole primaire privee La Source']
7 RUE PERRONET 75007 PARIS  7,"[""E.P.PR SAINT-THOMAS D'AQUIN 7 rue Perronet""]"
7 RUE SCHWEITZER 95600 EAUBONNE,['Ecole elementaire privee Plurivalente']
7 RUE SCHWEITZER 95600 EAUBONNE,['Ecole 2D degre general privee Ecole Plurivalente']
7 RUE VALENTIN HAÜY 75016 PARIS 16,['E.M.PR THE GARDEN ACADEMY']
7 RUE VILLAFRANCA 75015 PARIS 15,['E.P.PR MA PETITE ECOLE MONTESSORI 7 rue Villafranca']
7 RUE DE CONDE 78000 VERSAILLES,"['Ecole secondaire privee Bienheureux Charles de Foucauld', 'Ecole elementaire privee Bienheureux']"
7 RUE DE LA BIENFAISANCE 75008 PARIS  8,['E.P.PR FENELON SAINTE-MARIE 7 rue de la Bienfaisance']
7 RUE DU BARON DE NIVIERE 91140 VILLEBON-SUR-YVETTE,"[""Lycee d'Ile de France""]"
7 RUE DU SERGENT BAUCHAT 75012 PARIS 12,['College Math Assistance Nation']
70  RUE DE LA PROCESSION 92150 SURESNES,['Institut medico educatif Impro']
70 RUE DE L'INDUSTRIE 77176 SAVIGNY-LE-TEMPLE,['IME La Pepiniere']
70 AVENUE SECRETAN 75019 PARIS,['College prive Lucien de Hirsch']
70 RUE CHARDON LAGACHE 75016 PARIS 16,['E.P.PR ECOLE BILINGUE ALYE PARUSSA 70 rue Chardon Lagache']
70 RUE DE L'ABBE CARTON 75014 PARIS 14,"[""E.P.PR LA BRUYERE-SAINTE-ISABELLE 70 rue de l'Abbe Carton""]"
70 RUE DU THEATRE 75015 PARIS,"['College prive Ecole active bilingue Jeannine Manuel', 'Ecole active bilingue Jeannine Manuel']"
71 BOULEVARD RICHARD LENOIR 75011 PARIS 11,['TELINF']
71 RUE ALBERT DHALENNE 93400 SAINT-OUEN-SUR-SEINE,['Ecole Internationale Mae C.Jemison']
71 RUE CHARDON LAGACHE 75016 PARIS 16,"['College prive Galilee la faculte des enfants', 'E.P.PR ECOLE GALILEE 43 rue Francois Gerard']"
71 RUE JOUFFROY D'ABBANS 75017 PARIS 17,['College prive Cours Carnot']
71 RUE SAINT HONORE 77300 FONTAINEBLEAU,['Ecole primaire privee Sainte-Marie']
72 AVENUE DU MARECHAL LECLERC 77460 SOUPPES-SUR-LOING,['Maison Familiale Rurale de Souppes-sur-Loing']
72 RUE GAMBETTA 78250 MEULAN-EN-YVELINES,['Ecole elementaire privee Mercier Saint Paul']
72 RUE RAYNOUARD 75016 PARIS,"['College prive Saint-Jean de Passy', 'Lycee prive Saint-Jean de Passy']"
73 AVENUE DENFERT ROCHEREAU 75014 PARIS 14,['Etablissement Pour Poly-Handicapes Les Amis De Laurence']
73 RUE DE LA MARE 75020 PARIS 20,['E.P.PR SAINTE-LOUISE 73 rue de la Mare']
74 RUE EDOUARD VAILLANT 92300 LEVALLOIS-PERRET,['College Saint-Justin']
74 RUE LEDRU ROLLIN 94100 SAINT-MAUR-DES-FOSSES,['IME les Bords de Marne']
74 RUE DES GRANDS CHAMPS 75020 PARIS 20,['E.M.PR LOUBAVITCH 17 rue de la Plaine']
76 RUE PIXERECOURT 75020 PARIS 20,['Externat Medico-Pedagogique du Comite d etudes et de soins aux poly-handicapes  La Colline']
77 BIS RUE DE GRENELLE 75007 PARIS  7,['CENTRE D INFORMATION ET D ORIENTATION']
77 RUE DE GRENELLE 75007 PARIS  7,['E.P.PR SAINTE-CLOTILDE 77 rue de Grenelle']
79 BOULEVARD RICHARD LENOIR 75011 PARIS 11,"[""Etablissement d'enseignement technique Institut Sante""]"
8 BIS RUE FUSEE 93100 MONTREUIL,['IME Autisme 93 Montreuil']
8 ALLEE DUGUESCLIN 93130 NOISY-LE-SEC,['IME Henri Wallon']
8 AVENUE LOUIS BORDES 93240 STAINS,['IME Henri Wallon']
8 PLACE NICOLAS FLAMEL 95300 PONTOISE,['College Notre-Dame de la Compassion']
8 PLACE NICOLAS-FLAMEL 95000 PONTOISE,['Lycee polyvalent prive Notre Dame de La Compassion']
8 PLACE SEVERINE 93310 LE PRE-SAINT-GERVAIS,['Ecole Maternelle Privee Montessori Maison des Enfants']
8 PLACE DE LA PORTE CHAMPERRET 75017 PARIS 17,['E.P.PR PETITE EC BILING STEWART INTER 8 place de la Porte Champerret']
8 RUE BENJAMIN GODARD 75016 PARIS 16,['IPECOM Prepa Sciences (Ecole secondaire privee)']
8 RUE CHAMPIONNET 75018 PARIS,['College prive Saint-Vincent']
8 RUE CHARLES BASSEE 94120 FONTENAY-SOUS-BOIS,"[""Ecole primaire privee Jeanne d'Arc""]"
8 RUE DE L'EGLISE 78125 GAZERAN,['Institut medico educatif Le Castel']
8 RUE DU VAL D OISE 78700 CONFLANS-SAINTE-HONORINE,['Institut medico educatif  les Papillons Blancs']
8 RUE EDOUARD LOCKROY 75011 PARIS 11,['Ecole Informatique Graphisme et Multimedia Privee OIIO']
8 RUE HENRI BECQUEREL 93270 SEVRAN,['IMPRO vie et Travail']
8 RUE ISAAC NEWTON 93150 LE BLANC-MESNIL,['Lycee prive Excelle']
8 RUE JULES GAUTIER 92000 NANTERRE,['Ecole maternelle privee 21 de Nanterre']
8 RUE MAURICE DE LA SIZERANNE 75007 PARIS,"['College prive Sainte-Jeanne Elisabeth', 'Lycee prive Sainte-Jeanne Elisabeth']"
8 RUE ROBERTE BOUCHER 77130 MONTEREAU-FAULT-YONNE,"[""Ecole Trait d'Union"", ""College Trait d'Union""]"
8 RUE THIBAULT 93700 DRANCY,['EME Ladoucette de Drancy']
8 RUE DE L'ABBE GREGOIRE 92130 ISSY-LES-MOULINEAUX,['Ecole primaire privee Sainte Clotilde']
8 RUE DE L'EPERON 75006 PARIS  6,['EMC2-HADAMARD']
8 RUE DE LA TOUR 78362 MONTESSON,['Ecole elementaire privee Sainte Anne']
8 RUE DES ECOLES 95230 SOISY-SOUS-MONTMORENCY,"[""Ecole primaire privee Jeanne d'Arc""]"
8 RUE DU CARDINAL VERDIER 92600 ASNIERES-SUR-SEINE,['Ecole primaire privee Montessori Sainte Agnes']
8 RUE DU CLOITRE-SAINT-MERRI 75004 PARIS,['College prive Saint Jean Gabriel']
8 RUE DU COMMANDANT SCHLOESING 75016 PARIS 16,['Le Lycee Autrement']
8 RUE DU COMMANDANT SCHLOESING 75016 PARIS 16,['La Prepa Autrement']
8 RUE VEL DURAND 94340 JOINVILLE-LE-PONT,"[""Lycee general et technologique de l'ensemble Saint-Marie (pole STS)""]"
8 TER RUE CHORON 75009 PARIS  9,['E.P.PR NOTRE-DAME DE LORETTE 8 ter rue Choron']
8 TER RUE ROGER BACON 75017 PARIS 17,['E.P.PR BLANCHE DE CASTILLE 8 ter rue Roger Bacon']
80 AVENUE PARMENTIER 75011 PARIS,['Lycee prive Charles Peguy']
80 AVENUE RASPAIL 94100 SAINT-MAUR-DES-FOSSES,"['Ecole Nouvelle Montessori du Val de Marne', 'Lycee prive International Bilingue', 'College prive International Bilingue']"
80 BOULEVARD SAINT-MICHEL 75006 PARIS  6,"['Lycee Ecole Bilingue avec Principes de Paris', 'E.P.PR Ecole Bilingue avec Principes de Paris', 'College Ecole Bilingue avec Principes de Paris']"
81 AVENUE JEAN JAURES 93600 AULNAY-SOUS-BOIS,['IME Lalouette']
81 AVENUE DE BRETEUIL 75015 PARIS 15,['E.E.PR JEAN PAUL II 81 avenue de Breteuil']
81 RUE JEAN-PIERRE TIMBAUD 75011 PARIS 11,['E.P.PR SAINT-PAUL 81 rue Jean-Pierre Timbaud']
82 AVENUE GAMBETTA 93172 BAGNOLET,"[""Section d'enseignement professionnel Lycee Saint Benoist l'Europe"", ""College prive Saint Benoist de l'Europe""]"
82 AVENUE DE VERDUN 91550 PARAY-VIEILLE-POSTE,['Ecole primaire privee La Plume Verte']
82 RUE BAUDIN 92300 LEVALLOIS-PERRET,['Ecole maternelle privee Gan Menahem Levallois']
82 RUE DE L'ABBE GROULT 75015 PARIS 15,"[""E.P.PR SAINT CHRISTOPHE 82 rue de l'Abbe Groult""]"
824 AVENUE DU LYS 77190 DAMMARIE-LES-LYS,['Lycee professionnel prive Pigier Melun']
83 BOULEVARD VINCENT AURIOL 75013 PARIS 13,"['First Avenir', 'Ecole Immo Evolution']"
83 RUE DE PARIS 92100 BOULOGNE-BILLANCOURT,['Ecole maternelle privee CUBE SCHOOL']
84  RUE KLEBER 93100 MONTREUIL,['IMP Bernadette Coursol']
84 BOULEVARD SAINT MICHEL 75003 PARIS  3,['E.M.PR Douces Maternelles Saint Michel 84 boulevard Saint Michel']
84 BOULEVARD DU GENERAL GIRAUD 94100 SAINT-MAUR-DES-FOSSES,['Ecole primaire privee Yechiva Ets Haim']
84 RUE KLEBER 93100 MONTREUIL,['Institut Medico Educatif Bernadette Coursol']
86 RUE NOLLET 75017 PARIS 17,['EME Nollet']
86 RUE DE LA TOUR 75016 PARIS,['College prive de la Tour']
86 RUE DE LA TOUR 75116 PARIS,['Lycee prive de la Tour']
87  AVENUE DE LA BOURDONNAIS 75007 PARIS  7,['Ecole du Champ de Mars (Ecole secondaire privee)']
87  RUE DU CHAROLAIS 75012 PARIS 12,['CENTRE D INFORMATION ET D ORIENTATION']
87 AVENUE DE LA BOURDONNAISE 75007 PARIS  7,['College prive Fides Champs de Mars']
88 AVENUE DENFERT ROCHEREAU 75014 PARIS 14,"[""Institut D'education Sensorielle Jeunes Deficients Visuels""]"
88 BIS RUE JULES GUESDE 93100 MONTREUIL,"['Ecole elementaire privee Henri Matisse', 'College Henri Matisse', 'Lycee general prive Henri Matisse']"
88 RUE DU MARECHAL JOFFRE 92700 COLOMBES,['Institut medico educatifb  La Dauphinelle']
89 RUE ANDRE TESSIER 94120 FONTENAY-SOUS-BOIS,['Ecole primaire privee Timothee']
89 RUE CARNOT 92300 LEVALLOIS-PERRET,"['College prive Beth Hilel', 'Ecole elementaire prive Beth Hilel']"
89 RUE HAXO 75020 PARIS 20,['Hopital de jour Haxo']
89 RUE DU COMMERCE 75015 PARIS 15,"[""Institut Therapeutique Educatif Et Pedagogique  L'eveil""]"
9  COUR DES PETITES ECURIES 75010 PARIS 10,['CENTRE D INFORMATION ET D ORIENTATION']
9  RUE GEORGES BRUYERE 93000 BOBIGNY,['IME Le Tremplin']
9 AVENUE DE LA MARNE 92600 ASNIERES-SUR-SEINE,['College Chambertin']
9 BOULEVARD SAINT DENIS 92400 COURBEVOIE,['Ecole maternelle privee Saint Pierre Saint Paul']
9 BOULEVARD DE COURCELLES 75008 PARIS,['Lycee prive Fenelon Sup - La Plaine Monceau']
9 BOULEVARD DE VALMY 92700 COLOMBES,"[""Ecole primaire privee Jeanne d'Arc"", ""College Jeanne d'Arc"", ""Lycee Jeanne d'Arc""]"
9 ESPLANADE DROITS DE L'HOMME 77185 LOGNES,['Institut departemental pour deficients visuels de Lognes']
9 IMPASSE JULES ROUSSEAU 94340 JOINVILLE-LE-PONT,"['College prive ISE Emeth Leyaacov - Filles', 'Groupe scolaire ISE Emeth Leyaacov']"
9 PASSAGE DE LA PROVIDENCE 75020 PARIS 20,['E.P.PR LA PROVIDENCE 9 passage de la Providence']
9 PLACE HENRI BARBUSSE 94380 BONNEUIL-SUR-MARNE,['Ecole primaire privee Notre-Dame']
9 PLACE DU 8 MAI 1945 95490 VAUREAL,['Institut medico educatif la Cle']
9 RUE DIEU 75010 PARIS 10,['Institut du Marais-Charlemagne-Polles (Ecole secondaire privee)']
9 RUE JACQUES IBERT 75017 PARIS 17,['E.P.PR OHR KITOV (SINAI) 9 rue Jacques Ibert']
9 RUE JOSE MARIA DE HEREDIA 75007 PARIS  7,['College Prive Alpha Education']
9 RUE LINO VENTURA 78280 GUYANCOURT,['Institut medico educatif Alphee']
9 RUE LEO DELIBES 75016 PARIS 16,['Ecole superieure de publicite']
9 RUE VICTOR HUGO 94250 GENTILLY,['Ecole primaire privee Saint Joseph']
9 RUE VILLARET DE JOYEUSE 75017 PARIS,['Ecole internationale bilingue-Etoile']
9 RUE VOLNEY 75002 PARIS  2,"[""Centre d'Enseignement de Soins Esthetiques Silvya Terrade Paris Opera - Catherine Sertin""]"
9 RUE DE LA SABOTTE 78160 MARLY-LE-ROI,['Ecole elementaire privee Montessori Trillium International School']
9 RUE DU FOIN 75003 PARIS  3,['E.P.PR SAINTE-GENEVIEVE-DU-MARAIS 9 rue du Foin']
9 RUE DU GENERAL DE GAULLE 77166 GRISY-SUISNES,"['Ecole primaire privee Nova School', 'College prive Nova School']"
9 RUE DU PETIT MUSC PARIS 75004 PARIS  4,['E.P.PR MASSILLON 9 rue du Petit Musc']
9 RUE DU PUITS GRES 91790 BOISSY-SOUS-SAINT-YON,['Ecole primaire privee Thomas Becket']
90 AVENUE DU GENERAL DE GAULLE 95290 L'ISLE-ADAM,"[""Institut medico educatif L'espoir""]"
90 BIS RUE SAINT DOMINIQUE 75007 PARIS,['College prive La Rochefoucauld']
90 BIS RUE SAINT-DOMINIQUE 75007 PARIS,['Lycee prive La Rochefoucauld']
90 RUE GABRIEL PERI 92120 MONTROUGE,['Ecole primaire privee Yaguel Yaacov']
90 RUE DE L'ASSOMPTION 75016 PARIS 16,"[""E.M.PR LA PETITE ECOLE DU BON PASTEUR 90 rue de l'Assomption""]"
911 AVENUE FOCH 77190 DAMMARIE-LES-LYS,"[""IME L'Envolee""]"
92 CHEMIN DES BOURDONS 93220 GAGNY,['Lycee general prive de garcons Merkaz Hatorah']
92 CHEMIN DES BOURDONS 93220 GAGNY,['College Merkaz Hatorah Garcons']
92 RUE DE VAUGIRARD 75006 PARIS,"['College prive Saint-Louis', ""Section d'enseignement general et technologique du lycee technique prive Saint-Nicolas""]"
92 RUE DE LA REPUBLIQUE 92150 SURESNES,['Ecole primaire privee Saint Leufroy']
93 RUE MANIN 75019 PARIS 19,"['College prive Living School', 'E.E.PR LIVING SCHOOL 93 rue Manin']"
93 RUE NOTRE DAME DES CHAMPS 75006 PARIS  6,['E.P.PR SAINTE-MARIE DE SION 93 rue Notre Dame des Champs']
93 RUE OLIVIER DE SERRES 75015 PARIS 15,['E.M.PR Eclosia school']
93 RUE PAUL VAILLANT COUTURIER 94310 ORLY,['College Poullart des Places']
93 RUE DE MONCEAU 75008 PARIS  8,['E.M.PR GUIDEPOST MONTESSORI 93 rue de Monceau']
93 RUE DU DOCTEUR BAUER 93400 SAINT-OUEN-SUR-SEINE,['College prive Talentree']
93 RUE DU DOCTEUR BAUER 93400 SAINT-OUEN-SUR-SEINE,['Ecole primaire privee Talentree - Montessori Internationale']
94 RUE DE LA REPUBLIQUE 94360 BRY-SUR-MARNE,['Ecole privee Haya Mouchka Bry']
949 AVENUE DE SAINT JUST 77000 VAUX-LE-PENIL,['Ecole primaire privee Montessori de Melun Vaulx-le-Penil']
95 BOULEVARD ARAGO 75014 PARIS 14,['E.P.PR SEVIGNE 95 boulevard Arago']
95 RUE BRANCAS 92310 SEVRES,['Etablissement pour infirmes moteurs Institut medico-educatif Centre pre-scolaire Claire Girard']
95 RUE DE MONCEAU 75008 PARIS  8,['E.P.PR FENELON SAINTE-MARIE 95 rue de Monceau']
95 RUE DU DESSOUS DES BERGES 75013 PARIS,"[""Lycee technique prive de l'ecole technique superieure du laboratoire""]"
95 RUE DU DESSOUS DES BERGES 75013 PARIS 13,['Ec techn sup du laboratoire']
97 RUE DE MONTREUIL 75011 PARIS 11,['Centre d education au langage pour enfants malentendants']
98  RUE PIERRE DEMOURS 75017 PARIS 17,['Cours Carnot (Ecole secondaire privee)']
99 RUE SAINT-DENIS 93130 NOISY-LE-SEC,['Ecole Vivante Alternative (EVA)']
